NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2306256;Itaitinga - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;420.66
6;Município;2306306;Itapajé - CE;93;População residente;2022;2022;45;Pessoas;46426
6;Município;2306306;Itapajé - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;432.188
6;Município;2306306;Itapajé - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;107.42
6;Município;2306405;Itapipoca - CE;93;População residente;2022;2022;45;Pessoas;131123
6;Município;2306405;Itapipoca - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1600.358
6;Município;2306405;Itapipoca - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;81.93
6;Município;2306504;Itapiúna - CE;93;População residente;2022;2022;45;Pessoas;17841
6;Município;2306504;Itapiúna - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;593.231
6;Município;2306504;Itapiúna - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;30.07
6;Município;2306553;Itarema - CE;93;População residente;2022;2022;45;Pessoas;42957
6;Município;2306553;Itarema - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;714.833
6;Município;2306553;Itarema - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;60.09
6;Município;2306603;Itatira - CE;93;População residente;2022;2022;45;Pessoas;20424
6;Município;2306603;Itatira - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;829.626
6;Município;2306603;Itatira - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;24.62
6;Município;2306702;Jaguaretama - CE;93;População residente;2022;2022;45;Pessoas;17232
6;Município;2306702;Jaguaretama - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1826.826
6;Município;2306702;Jaguaretama - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;9.43
6;Município;2306801;Jaguaribara - CE;93;População residente;2022;2022;45;Pessoas;10356
6;Município;2306801;Jaguaribara - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;622.963
6;Município;2306801;Jaguaribara - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;16.62
6;Município;2306900;Jaguaribe - CE;93;População residente;2022;2022;45;Pessoas;33726
6;Município;2306900;Jaguaribe - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1877.062
6;Município;2306900;Jaguaribe - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;17.97
6;Município;2307007;Jaguaruana - CE;93;População residente;2022;2022;45;Pessoas;31701
6;Município;2307007;Jaguaruana - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;854.362
6;Município;2307007;Jaguaruana - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;37.10
6;Município;2307106;Jardim - CE;93;População residente;2022;2022;45;Pessoas;27411
6;Município;2307106;Jardim - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;544.980
6;Município;2307106;Jardim - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;50.30
6;Município;2307205;Jati - CE;93;População residente;2022;2022;45;Pessoas;7861
6;Município;2307205;Jati - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;368.359
6;Município;2307205;Jati - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;21.34
6;Município;2307254;Jijoca de Jericoacoara - CE;93;População residente;2022;2022;45;Pessoas;25555
6;Município;2307254;Jijoca de Jericoacoara - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;209.029
6;Município;2307254;Jijoca de Jericoacoara - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;122.26
6;Município;2307304;Juazeiro do Norte - CE;93;População residente;2022;2022;45;Pessoas;286120
6;Município;2307304;Juazeiro do Norte - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;258.788
6;Município;2307304;Juazeiro do Norte - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;1105.62
6;Município;2307403;Jucás - CE;93;População residente;2022;2022;45;Pessoas;23922
6;Município;2307403;Jucás - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;940.336
6;Município;2307403;Jucás - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;25.44
6;Município;2307502;Lavras da Mangabeira - CE;93;População residente;2022;2022;45;Pessoas;30802
6;Município;2307502;Lavras da Mangabeira - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;945.263
6;Município;2307502;Lavras da Mangabeira - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;32.59
6;Município;2307601;Limoeiro do Norte - CE;93;População residente;2022;2022;45;Pessoas;59560
6;Município;2307601;Limoeiro do Norte - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;744.525
6;Município;2307601;Limoeiro do Norte - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;80.00
6;Município;2307635;Madalena - CE;93;População residente;2022;2022;45;Pessoas;16896
6;Município;2307635;Madalena - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;997.781
6;Município;2307635;Madalena - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;16.93
6;Município;2307650;Maracanaú - CE;93;População residente;2022;2022;45;Pessoas;234509
6;Município;2307650;Maracanaú - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;105.071
6;Município;2307650;Maracanaú - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;2231.91
6;Município;2307700;Maranguape - CE;93;População residente;2022;2022;45;Pessoas;105093
6;Município;2307700;Maranguape - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;583.505
6;Município;2307700;Maranguape - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;180.11
6;Município;2307809;Marco - CE;93;População residente;2022;2022;45;Pessoas;25799
6;Município;2307809;Marco - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;573.610
6;Município;2307809;Marco - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;44.98
6;Município;2307908;Martinópole - CE;93;População residente;2022;2022;45;Pessoas;10846
6;Município;2307908;Martinópole - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;303.445
6;Município;2307908;Martinópole - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;35.74
6;Município;2308005;Massapê - CE;93;População residente;2022;2022;45;Pessoas;37697
6;Município;2308005;Massapê - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;567.780
6;Município;2308005;Massapê - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;66.39
6;Município;2308104;Mauriti - CE;93;População residente;2022;2022;45;Pessoas;45561
6;Município;2308104;Mauriti - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1079.011
6;Município;2308104;Mauriti - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;42.22
6;Município;2308203;Meruoca - CE;93;População residente;2022;2022;45;Pessoas;15157
6;Município;2308203;Meruoca - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;151.651
6;Município;2308203;Meruoca - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;99.95
6;Município;2308302;Milagres - CE;93;População residente;2022;2022;45;Pessoas;25900
6;Município;2308302;Milagres - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;579.097
6;Município;2308302;Milagres - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;44.72
6;Município;2308351;Milhã - CE;93;População residente;2022;2022;45;Pessoas;14123
6;Município;2308351;Milhã - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;502.137
6;Município;2308351;Milhã - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;28.13
6;Município;2308377;Miraíma - CE;93;População residente;2022;2022;45;Pessoas;14196
6;Município;2308377;Miraíma - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;708.678
6;Município;2308377;Miraíma - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;20.03
6;Município;2308401;Missão Velha - CE;93;População residente;2022;2022;45;Pessoas;36822
6;Município;2308401;Missão Velha - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;613.317
6;Município;2308401;Missão Velha - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;60.04
6;Município;2308500;Mombaça - CE;93;População residente;2022;2022;45;Pessoas;37735
6;Município;2308500;Mombaça - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2115.748
6;Município;2308500;Mombaça - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;17.84
6;Município;2308609;Monsenhor Tabosa - CE;93;População residente;2022;2022;45;Pessoas;17149
6;Município;2308609;Monsenhor Tabosa - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;892.538
6;Município;2308609;Monsenhor Tabosa - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.21
6;Município;2308708;Morada Nova - CE;93;População residente;2022;2022;45;Pessoas;61443
6;Município;2308708;Morada Nova - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2763.971
6;Município;2308708;Morada Nova - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;22.23
6;Município;2308807;Moraújo - CE;93;População residente;2022;2022;45;Pessoas;8254
6;Município;2308807;Moraújo - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;414.446
6;Município;2308807;Moraújo - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.92
6;Município;2308906;Morrinhos - CE;93;População residente;2022;2022;45;Pessoas;22753
6;Município;2308906;Morrinhos - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;411.586
6;Município;2308906;Morrinhos - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;55.28
6;Município;2309003;Mucambo - CE;93;População residente;2022;2022;45;Pessoas;13666
6;Município;2309003;Mucambo - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;192.190
6;Município;2309003;Mucambo - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;71.11
6;Município;2309102;Mulungu - CE;93;População residente;2022;2022;45;Pessoas;10569
6;Município;2309102;Mulungu - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;97.951
6;Município;2309102;Mulungu - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;107.90
6;Município;2309201;Nova Olinda - CE;93;População residente;2022;2022;45;Pessoas;15399
6;Município;2309201;Nova Olinda - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;282.584
6;Município;2309201;Nova Olinda - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;54.49
6;Município;2309300;Nova Russas - CE;93;População residente;2022;2022;45;Pessoas;30699
6;Município;2309300;Nova Russas - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;736.911
6;Município;2309300;Nova Russas - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;41.66
6;Município;2309409;Novo Oriente - CE;93;População residente;2022;2022;45;Pessoas;27545
6;Município;2309409;Novo Oriente - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;947.440
6;Município;2309409;Novo Oriente - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;29.07
6;Município;2309458;Ocara - CE;93;População residente;2022;2022;45;Pessoas;24493
6;Município;2309458;Ocara - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;763.075
6;Município;2309458;Ocara - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;32.10
6;Município;2309508;Orós - CE;93;População residente;2022;2022;45;Pessoas;19675
6;Município;2309508;Orós - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;577.526
6;Município;2309508;Orós - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;34.07
6;Município;2309607;Pacajus - CE;93;População residente;2022;2022;45;Pessoas;70983
6;Município;2309607;Pacajus - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;250.304
6;Município;2309607;Pacajus - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;283.59
6;Município;2309706;Pacatuba - CE;93;População residente;2022;2022;45;Pessoas;81524
6;Município;2309706;Pacatuba - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;133.236
6;Município;2309706;Pacatuba - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;611.88
6;Município;2309805;Pacoti - CE;93;População residente;2022;2022;45;Pessoas;11186
6;Município;2309805;Pacoti - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;112.433
6;Município;2309805;Pacoti - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;99.49
6;Município;2309904;Pacujá - CE;93;População residente;2022;2022;45;Pessoas;6175
6;Município;2309904;Pacujá - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;88.355
6;Município;2309904;Pacujá - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;69.89
6;Município;2310001;Palhano - CE;93;População residente;2022;2022;45;Pessoas;9346
6;Município;2310001;Palhano - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;436.980
6;Município;2310001;Palhano - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;21.39
6;Município;2310100;Palmácia - CE;93;População residente;2022;2022;45;Pessoas;10242
6;Município;2310100;Palmácia - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;128.896
6;Município;2310100;Palmácia - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;79.46
6;Município;2310209;Paracuru - CE;93;População residente;2022;2022;45;Pessoas;38980
6;Município;2310209;Paracuru - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;304.734
6;Município;2310209;Paracuru - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;127.91
6;Município;2310258;Paraipaba - CE;93;População residente;2022;2022;45;Pessoas;32216
6;Município;2310258;Paraipaba - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;289.231
6;Município;2310258;Paraipaba - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;111.39
6;Município;2310308;Parambu - CE;93;População residente;2022;2022;45;Pessoas;31445
6;Município;2310308;Parambu - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2313.868
6;Município;2310308;Parambu - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;13.59
6;Município;2310407;Paramoti - CE;93;População residente;2022;2022;45;Pessoas;10384
6;Município;2310407;Paramoti - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;539.238
6;Município;2310407;Paramoti - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.26
6;Município;2310506;Pedra Branca - CE;93;População residente;2022;2022;45;Pessoas;40187
6;Município;2310506;Pedra Branca - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1302.081
6;Município;2310506;Pedra Branca - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;30.86
6;Município;2310605;Penaforte - CE;93;População residente;2022;2022;45;Pessoas;8972
6;Município;2310605;Penaforte - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;150.536
6;Município;2310605;Penaforte - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;59.60
6;Município;2310704;Pentecoste - CE;93;População residente;2022;2022;45;Pessoas;37813
6;Município;2310704;Pentecoste - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1379.836
6;Município;2310704;Pentecoste - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;27.40
6;Município;2310803;Pereiro - CE;93;População residente;2022;2022;45;Pessoas;15274
6;Município;2310803;Pereiro - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;435.868
6;Município;2310803;Pereiro - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;35.04
6;Município;2310852;Pindoretama - CE;93;População residente;2022;2022;45;Pessoas;23391
6;Município;2310852;Pindoretama - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;74.033
6;Município;2310852;Pindoretama - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;315.95
6;Município;2310902;Piquet Carneiro - CE;93;População residente;2022;2022;45;Pessoas;16616
6;Município;2310902;Piquet Carneiro - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;589.601
6;Município;2310902;Piquet Carneiro - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;28.18
6;Município;2310951;Pires Ferreira - CE;93;População residente;2022;2022;45;Pessoas;10606
6;Município;2310951;Pires Ferreira - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;244.464
6;Município;2310951;Pires Ferreira - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;43.38
6;Município;2311009;Poranga - CE;93;População residente;2022;2022;45;Pessoas;12065
6;Município;2311009;Poranga - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1310.771
6;Município;2311009;Poranga - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;9.20
6;Município;2311108;Porteiras - CE;93;População residente;2022;2022;45;Pessoas;17050
6;Município;2311108;Porteiras - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;224.860
6;Município;2311108;Porteiras - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;75.82
6;Município;2311207;Potengi - CE;93;População residente;2022;2022;45;Pessoas;8833
6;Município;2311207;Potengi - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;343.264
6;Município;2311207;Potengi - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;25.73
6;Município;2311231;Potiretama - CE;93;População residente;2022;2022;45;Pessoas;5974
6;Município;2311231;Potiretama - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;409.137
6;Município;2311231;Potiretama - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;14.60
6;Município;2311264;Quiterianópolis - CE;93;População residente;2022;2022;45;Pessoas;20213
6;Município;2311264;Quiterianópolis - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1041.832
6;Município;2311264;Quiterianópolis - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.40
6;Município;2311306;Quixadá - CE;93;População residente;2022;2022;45;Pessoas;84168
6;Município;2311306;Quixadá - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2020.586
6;Município;2311306;Quixadá - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;41.66
6;Município;2311355;Quixelô - CE;93;População residente;2022;2022;45;Pessoas;15910
6;Município;2311355;Quixelô - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;605.345
6;Município;2311355;Quixelô - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;26.28
6;Município;2311405;Quixeramobim - CE;93;População residente;2022;2022;45;Pessoas;82177
6;Município;2311405;Quixeramobim - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;3324.987
6;Município;2311405;Quixeramobim - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;24.71
6;Município;2311504;Quixeré - CE;93;População residente;2022;2022;45;Pessoas;20874
6;Município;2311504;Quixeré - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;613.099
6;Município;2311504;Quixeré - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;34.05
6;Município;2311603;Redenção - CE;93;População residente;2022;2022;45;Pessoas;27214
6;Município;2311603;Redenção - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;247.989
6;Município;2311603;Redenção - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;109.74
6;Município;2311702;Reriutaba - CE;93;População residente;2022;2022;45;Pessoas;18606
6;Município;2311702;Reriutaba - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;372.949
6;Município;2311702;Reriutaba - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;49.89
6;Município;2311801;Russas - CE;93;População residente;2022;2022;45;Pessoas;72928
6;Município;2311801;Russas - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1611.091
6;Município;2311801;Russas - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;45.27
6;Município;2311900;Saboeiro - CE;93;População residente;2022;2022;45;Pessoas;13854
6;Município;2311900;Saboeiro - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1381.274
6;Município;2311900;Saboeiro - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;10.03
6;Município;2311959;Salitre - CE;93;População residente;2022;2022;45;Pessoas;16633
6;Município;2311959;Salitre - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;806.253
6;Município;2311959;Salitre - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;20.63
6;Município;2312007;Santana do Acaraú - CE;93;População residente;2022;2022;45;Pessoas;30628
6;Município;2312007;Santana do Acaraú - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;972.573
6;Município;2312007;Santana do Acaraú - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;31.49
6;Município;2312106;Santana do Cariri - CE;93;População residente;2022;2022;45;Pessoas;16954
6;Município;2312106;Santana do Cariri - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;855.165
6;Município;2312106;Santana do Cariri - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;19.83
6;Município;2312205;Santa Quitéria - CE;93;População residente;2022;2022;45;Pessoas;40183
6;Município;2312205;Santa Quitéria - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;4262.293
6;Município;2312205;Santa Quitéria - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;9.43
6;Município;2312304;São Benedito - CE;93;População residente;2022;2022;45;Pessoas;47640
6;Município;2312304;São Benedito - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;350.847
6;Município;2312304;São Benedito - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;135.79
6;Município;2312403;São Gonçalo do Amarante - CE;93;População residente;2022;2022;45;Pessoas;54143
6;Município;2312403;São Gonçalo do Amarante - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;842.635
6;Município;2312403;São Gonçalo do Amarante - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;64.25
6;Município;2312502;São João do Jaguaribe - CE;93;População residente;2022;2022;45;Pessoas;5855
6;Município;2312502;São João do Jaguaribe - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;279.451
6;Município;2312502;São João do Jaguaribe - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;20.95
6;Município;2312601;São Luís do Curu - CE;93;População residente;2022;2022;45;Pessoas;10822
6;Município;2312601;São Luís do Curu - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;122.865
6;Município;2312601;São Luís do Curu - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;88.08
6;Município;2312700;Senador Pompeu - CE;93;População residente;2022;2022;45;Pessoas;24266
6;Município;2312700;Senador Pompeu - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;956.882
6;Município;2312700;Senador Pompeu - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;25.36
6;Município;2312809;Senador Sá - CE;93;População residente;2022;2022;45;Pessoas;7262
6;Município;2312809;Senador Sá - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;424.642
6;Município;2312809;Senador Sá - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;17.10
6;Município;2312908;Sobral - CE;93;População residente;2022;2022;45;Pessoas;203023
6;Município;2312908;Sobral - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2068.474
6;Município;2312908;Sobral - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;98.15
6;Município;2313005;Solonópole - CE;93;População residente;2022;2022;45;Pessoas;18179
6;Município;2313005;Solonópole - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1535.855
6;Município;2313005;Solonópole - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;11.84
6;Município;2313104;Tabuleiro do Norte - CE;93;População residente;2022;2022;45;Pessoas;30652
6;Município;2313104;Tabuleiro do Norte - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;1047.637
6;Município;2313104;Tabuleiro do Norte - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;29.26
6;Município;2313203;Tamboril - CE;93;População residente;2022;2022;45;Pessoas;24815
6;Município;2313203;Tamboril - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;2014.543
6;Município;2313203;Tamboril - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;12.32
6;Município;2313252;Tarrafas - CE;93;População residente;2022;2022;45;Pessoas;7529
6;Município;2313252;Tarrafas - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;412.719
6;Município;2313252;Tarrafas - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;18.24
6;Município;2313302;Tauá - CE;93;População residente;2022;2022;45;Pessoas;61227
6;Município;2313302;Tauá - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;4010.618
6;Município;2313302;Tauá - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;15.27
6;Município;2313351;Tejuçuoca - CE;93;População residente;2022;2022;45;Pessoas;17154
6;Município;2313351;Tejuçuoca - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;758.707
6;Município;2313351;Tejuçuoca - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;22.61
6;Município;2313401;Tianguá - CE;93;População residente;2022;2022;45;Pessoas;81506
6;Município;2313401;Tianguá - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;909.853
6;Município;2313401;Tianguá - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;89.58
6;Município;2313500;Trairi - CE;93;População residente;2022;2022;45;Pessoas;58415
6;Município;2313500;Trairi - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;928.725
6;Município;2313500;Trairi - CE;614;Densidade demográfica;2022;2022;28;Habitante por quilômetro quadrado;62.90
6;Município;2313559;Tururu - CE;93;População residente;2022;2022;45;Pessoas;15412
6;Município;2313559;Tururu - CE;6318;Área da unidade territorial;2022;2022;26;Quilômetros quadrados;201.270
