NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água (Código);Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;68
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;877
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;120668
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;96782
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;4597
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;19289
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;8075
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;6949
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;296
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;830
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;3922
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;2906
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;7
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1009
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;3997
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;1887
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;397
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1713
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7143
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4091
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;350
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2702
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7031
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;5698
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;345
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;988
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;27119
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;21289
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1434
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;4396
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;44610
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;39880
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1431
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;3299
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;6103
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;5857
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;50
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;196
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;10352
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;8636
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;472
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1244
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;3344
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;2386
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;307
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;651
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;2248
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;1629
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;76
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;543
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;25105
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;19625
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;2721
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2759
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;6414
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4867
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;232
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1315
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;8102
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;7555
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;45
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;502
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;860139
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;780457
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;35327
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;44355
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;5938
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3462
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;287
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2189
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;5420
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4170
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;579
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;671
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;2193
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;1884
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;25
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;284
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4832
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3086
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;495
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1251
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;17092
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;9374
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;2073
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;5645
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;1540
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;1238
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;48
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;254
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4009
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3735
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;53
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;221
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7757
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;6753
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;128
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;876
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;13494
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;12090
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;543
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;861
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;1916
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;674
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;282
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;960
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;6340
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4141
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;129
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2070
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;25611
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;19212
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1590
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;4809
6;Município;2305266;Ibaretama - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4021
6;Município;2305266;Ibaretama - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;2207
6;Município;2305266;Ibaretama - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;57
6;Município;2305266;Ibaretama - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1757
6;Município;2305308;Ibiapina - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7898
6;Município;2305308;Ibiapina - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4625
6;Município;2305308;Ibiapina - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;656
6;Município;2305308;Ibiapina - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2617
6;Município;2305332;Ibicuitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4074
6;Município;2305332;Ibicuitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3144
6;Município;2305332;Ibicuitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;122
6;Município;2305332;Ibicuitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;808
6;Município;2305357;Icapuí - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7177
6;Município;2305357;Icapuí - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;6139
6;Município;2305357;Icapuí - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;201
6;Município;2305357;Icapuí - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;837
6;Município;2305407;Icó - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;21424
6;Município;2305407;Icó - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;15737
6;Município;2305407;Icó - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;651
6;Município;2305407;Icó - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;5036
6;Município;2305506;Iguatu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;34954
6;Município;2305506;Iguatu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;30191
6;Município;2305506;Iguatu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1339
6;Município;2305506;Iguatu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;3424
6;Município;2305605;Independência - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;8466
6;Município;2305605;Independência - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;5046
6;Município;2305605;Independência - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;742
6;Município;2305605;Independência - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2678
6;Município;2305654;Ipaporanga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4296
6;Município;2305654;Ipaporanga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3122
6;Município;2305654;Ipaporanga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;744
6;Município;2305654;Ipaporanga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;430
6;Município;2305704;Ipaumirim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4072
6;Município;2305704;Ipaumirim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;2822
6;Município;2305704;Ipaumirim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;54
6;Município;2305704;Ipaumirim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1196
6;Município;2305803;Ipu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;13935
6;Município;2305803;Ipu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;9944
6;Município;2305803;Ipu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1154
6;Município;2305803;Ipu - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2837
6;Município;2305902;Ipueiras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;13285
6;Município;2305902;Ipueiras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;11805
6;Município;2305902;Ipueiras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;444
6;Município;2305902;Ipueiras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1036
6;Município;2306009;Iracema - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;4795
6;Município;2306009;Iracema - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;4184
6;Município;2306009;Iracema - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;67
6;Município;2306009;Iracema - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;544
6;Município;2306108;Irauçuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;7330
6;Município;2306108;Irauçuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;5485
6;Município;2306108;Irauçuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;188
6;Município;2306108;Irauçuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;1657
6;Município;2306207;Itaiçaba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;2816
6;Município;2306207;Itaiçaba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;2311
6;Município;2306207;Itaiçaba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;177
6;Município;2306207;Itaiçaba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;328
6;Município;2306256;Itaitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;19522
6;Município;2306256;Itaitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;18557
6;Município;2306256;Itaitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;312
6;Município;2306256;Itaitinga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;653
6;Município;2306306;Itapajé - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;15629
6;Município;2306306;Itapajé - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;11993
6;Município;2306306;Itapajé - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;659
6;Município;2306306;Itapajé - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2977
6;Município;2306405;Itapipoca - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;41579
6;Município;2306405;Itapipoca - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;28470
6;Município;2306405;Itapipoca - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;1499
6;Município;2306405;Itapipoca - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;11610
6;Município;2306504;Itapiúna - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72129;Total;1020;Unidades;6115
6;Município;2306504;Itapiúna - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72144;Possui ligação à rede geral e a utiliza como forma principal;1020;Unidades;3877
6;Município;2306504;Itapiúna - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72145;Possui ligação à rede geral, mas utiliza principalmente outra forma;1020;Unidades;135
6;Município;2306504;Itapiúna - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72153;Não possui ligação com a rede geral;1020;Unidades;2103
